path,exists,used_by_count,sample_used_by
assets/webp/9E-crystal-cooling-comparison.webp,True,1,9E-ceramics
assets/webp/9E-diffusion-liquids-gases-notes-v3.webp,True,1,9E-heating-cooling
assets/webp/9E-environmental-impacts-recycling.webp,True,1,9E-environment
assets/webp/9E-exothermic-endothermic-notes-v151.webp,True,1,9E-energy-thermal-peer-review
assets/webp/9E-exothermic-endothermic-question-v151.webp,True,1,y9r4-004-9e-exothermic-endothermic-compare
assets/webp/9E-gas-pressure-brownian-motion-blank-v3.webp,True,1,y9-063-9f-the-pressure-of-a-gas-increases-as-temperature-increases-because
assets/webp/9E-gas-pressure-brownian-motion-notes-v3.webp,True,1,9E-heating-cooling
assets/webp/9E-greenhouse-effect-blank.webp,True,5,y9x-042-9e-explain-the-causes-and-problems-of-acid-rain-and-the-greenhouse-effect; y9x-052-9e-suggest-ways-to-reduce-global-warming-and-acid-rain-impacts; y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect; y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature; y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a
assets/webp/9E-greenhouse-effect-notes.webp,True,1,9E-climate-bridge
assets/webp/9E-heating-cooling-blank.webp,True,7,y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated; y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools; y9cgp-050-E-heating-cooling-which-changes-of-state-are-endothermic; y9cgp-051-E-heating-cooling-which-changes-of-state-are-exothermic; y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show; y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later; y9cgp-057-E-heating-cooling-correct-the-misconception-energy-disappears-when-an-object-c
assets/webp/9E-heating-cooling-notes.webp,True,1,9E-heating-cooling
assets/webp/9E-particle-model-states-notes-v2.webp,True,1,9E-heating-cooling
assets/webp/9E-peer-review-process-notes-v151.webp,True,1,9E-energy-thermal-peer-review
assets/webp/9E-peer-review-process-question-v151.webp,True,1,y9r4-001-9e-peer-review-flowchart-outcome
assets/webp/9E-polymers-monomers-composites-blank-v2.webp,True,5,y9-046-9e-a-polymer-is-formed-when; y9-251-9e-explain-why-composites-often-have-better-properties-than-their-separat; y9x-040-9e-describe-what-a-composite-material-is; y9x-043-9e-link-uses-of-ceramics-polymers-and-composites-to-their-properties; y9x-044-9e-describe-how-polymers-are-formed-from-monomers
assets/webp/9E-polymers-monomers-composites-notes-v2.webp,True,1,9E-composites
assets/webp/9E-recycling-methods-blank.webp,True,7,y9-058-9e-recycling-a-metal-helps-us-use-that-metal-further-into-the-future-beca; y9-060-9e-the-most-important-reason-for-recycling-glass-is-that-it-saves-large-a; y9x-046-9e-explain-advantages-of-recycling-with-specific-examples; y9r-020-9e-how-are-metals-recycled-according-to-the-revision-sheet; y9r-021-9e-how-is-glass-recycled-according-to-the-revision-sheet; y9r-022-9e-how-is-paper-recycled-according-to-the-revision-sheet; y9r-024-9e-give-two-reasons-why-recycling-materials-to-use-again-is-useful
assets/webp/9E-recycling-methods-grid-notes-v152.webp,True,1,9E-recycling-methods
assets/webp/9E-recycling-methods-grid-question-v152.webp,True,1,y9r5-006-9e-recycling-concrete
assets/webp/9E-recycling-methods-notes.webp,True,1,9E-recycling-methods
assets/webp/9E-thermal-conductors-insulators-blank.webp,True,7,y9x-034-9e-name-common-conductors-and-insulators; y9cgp-046-E-heating-cooling-define-thermal-conductor; y9cgp-047-E-heating-cooling-define-thermal-insulator; y9cgp-053-E-heating-cooling-why-does-a-metal-spoon-in-hot-soup-become-hot-quickly; y9cgp-054-E-heating-cooling-why-does-a-plastic-handle-help-protect-your-hand-from-a-hot-; y9cgp-058-E-heating-cooling-which-material-would-usually-be-best-for-reducing-heat-loss-; y9cgp-059-E-heating-cooling-explain-why-insulation-does-not-make-heat-it-helps-keep-some
assets/webp/9E-thermal-conductors-insulators-notes.webp,True,1,9E-heating-cooling
assets/webp/9E-vulcanisation-crosslinks-base.webp,True,2,y9-048-9e-vulcanisation-adds-cross-links-in-rubber-how-does-this-change-natural-; 9E-polymers
assets/webp/9F-acids-alkalis-ph-scale-blank-v3.webp,True,1,y9-065-9f-which-salt-is-formed-when-magnesium-reacts-with-dilute-nitric-acid
assets/webp/9F-acids-alkalis-ph-scale-notes-v3.webp,True,1,9F-changes
assets/webp/9F-balancing-equations-notes-v3.webp,True,1,9F-changes
assets/webp/9F-blast-furnace-process-notes-r167.webp,True,1,9F-extraction
assets/webp/9F-blast-furnace-question-r168.webp,True,2,y9x-074-9f-use-the-blast-furnace-diagram-which-label-shows-the-hot-air-blast; y9x-075-9f-use-the-blast-furnace-diagram-which-label-shows-molten-material-being-tapped-out
assets/webp/9F-chemical-formulae-counting-atoms-blank-v2.webp,True,1,y9-064-9f-in-h2-what-tells-you-that-a-hydrogen-molecule-contains-2-atoms
assets/webp/9F-chemical-formulae-counting-atoms-notes-v2.webp,True,1,9F-periodic-table-bridge
assets/webp/9F-chromatography-distillation-notes-v3.webp,True,1,9F-changes
assets/webp/9F-collision-theory-blank.webp,True,2,y9r-041-9f-what-increases-the-rate-of-reaction-according-to-the-revision-sheet; 9F-combustion-energy-rates
assets/webp/9F-combustion-fire-triangle-blank.webp,True,5,y9-070-9f-which-products-form-when-a-hydrocarbon-burns-in-plenty-of-air; y9-187-9f-define-combustion; y9r-038-9f-what-is-the-word-equation-for-complete-combustion-of-a-hydrocarbon; y9r-040-9f-why-is-an-input-of-energy-from-a-flame-or-spark-needed-to-start-combustion; y9cgp-104-F-chemical-energy-bridge-why-is-combustion-usually-described-as-exothermic
assets/webp/9F-combustion-fire-triangle-notes.webp,True,1,9F-combustion-energy-rates
assets/webp/9F-displacement-magnesium-copper-notes-v152.webp,True,1,9F-reactivity
assets/webp/9F-displacement-magnesium-copper-question-v152.webp,True,1,y9r5-007-9f-displacement-copper-deposit
assets/webp/9F-displacement-reaction-clean-v2.webp,True,1,9F-reactivity
assets/webp/9F-elements-compounds-mixtures-notes-v3.webp,True,1,9F-periodic-table-bridge
assets/webp/9F-exothermic-endothermic-blank.webp,True,10,y9-047-9e-some-polymerisation-reactions-are-endothermic-what-does-this-mean; y9-072-9f-an-exothermic-reaction-is-one-in-which; y9x-050-9e-classify-exothermic-and-endothermic-reactions-by-temperature-change-and-energy-t; y9r-013-9e-what-do-exothermic-reactions-do-to-the-surroundings; y9r-014-9e-what-do-endothermic-reactions-do-to-the-surroundings; y9cgp-096-F-chemical-energy-bridge-define-exothermic-reaction; y9cgp-097-F-chemical-energy-bridge-define-endothermic-reaction; y9cgp-098-F-chemical-energy-bridge-what-do-exothermic-reactions-do-to-the-surroundings
assets/webp/9F-exothermic-endothermic-notes.webp,True,1,9F-chemical-energy-bridge
assets/webp/9F-extraction-methods-2panel.webp,True,4,y9x-072-9f-use-the-extraction-diagram-which-process-is-needed-for-a-metal-above-carbon; y9x-073-9f-use-the-extraction-diagram-which-process-can-often-extract-a-metal-below-carbon; y9x-076-9f-use-the-process-diagram-which-process-uses-electricity; y9x-077-9f-use-the-process-diagram-in-carbon-reduction-what-is-removed-from-the-metal-oxide
assets/webp/9F-gas-pressure-particle-collisions-notes-v153.webp,True,1,9F-changes
assets/webp/9F-gas-pressure-particle-collisions-question-v153.webp,True,3,y9-062-9f-gas-pressure-is-caused-by-gas-particles; y9-180-9f-define-gas-pressure; y9r6-001-9f-gas-pressure-volume
assets/webp/9F-group1-alkali-metals-notes-v2.webp,True,1,9F-periodic-table-bridge
assets/webp/9F-group7-halogens-notes-v2.webp,True,1,9F-periodic-table-bridge
assets/webp/9F-heating-metal-oxide.webp,True,1,9F-changes
assets/webp/9F-metal-extraction-methods-blank-v3.webp,True,5,y9-077-9f-metals-are-usually-extracted-from; y9-080-9f-which-metal-can-only-be-extracted-using-electrolysis; y9x-061-9f-explain-how-metal-reactivity-determines-extraction-method; y9r-044-9f-which-metals-can-be-extracted-from-their-ores-by-heating-with-carbon; y9r-045-9f-which-metals-need-electrolysis-to-extract-them-from-their-ores
assets/webp/9F-metal-extraction-methods-notes-v3.webp,True,1,9F-extraction
assets/webp/9F-metal-reaction-products-notes-r167.webp,True,1,9F-reactivity
assets/webp/9F-metal-reaction-products-notes-v153.webp,True,1,9F-reactivity
assets/webp/9F-metal-reaction-products-question-r168.webp,True,2,y9r-034-9f-what-do-metals-that-react-with-water-produce; y9r-035-9f-what-do-metals-that-react-with-dilute-acids-produce
assets/webp/9F-metal-reaction-products-question-v153.webp,True,1,y9r6-002-9f-metal-reaction-products-hydrogen
assets/webp/9F-neutralisation-reactions-blank-v3.webp,True,1,y9p-009-9f-what-is-neutralisation
assets/webp/9F-neutralisation-reactions-notes-v3.webp,True,1,9F-changes
assets/webp/9F-periodic-table-navigator-blank.webp,True,9,y9-068-9f-in-the-periodic-table-elements-are-listed-in-order-of; y9-182-9f-define-periodic-table; y9cgp-060-F-periodic-table-bridge-define-periodic-table; y9cgp-064-F-periodic-table-bridge-what-are-groups-and-periods-in-the-periodic-table; y9cgp-065-F-periodic-table-bridge-elements-in-the-same-group-usually-have; y9cgp-066-F-periodic-table-bridge-across-a-period-elements-are-arranged-mainly-by-increasing; y9cgp-067-F-periodic-table-bridge-where-are-metals-usually-found-in-the-periodic-table; y9cgp-070-F-periodic-table-bridge-which-group-contains-the-alkali-metals
assets/webp/9F-periodic-table-navigator-notes.webp,True,1,9F-periodic-table-bridge
assets/webp/9F-physical-change-chemical-reaction-blank-v2.webp,True,3,y9-061-9f-which-of-these-describes-a-physical-change; y9-178-9f-define-physical-change; y9r-026-9f-in-reactions-and-physical-changes-what-happens-to-the-number-of-atoms
assets/webp/9F-physical-change-chemical-reaction-notes-v2.webp,True,1,9F-changes
assets/webp/9F-reactivity-extraction-decision-notes-r167.webp,True,1,9F-extraction
assets/webp/9F-reactivity-extraction-decision-question-v152.webp,True,1,y9r5-004-9f-extraction-electrolysis-region
assets/webp/9F-reactivity-series-notes-medium-v2.webp,True,1,9F-reactivity
assets/webp/9F-reactivity-series-question-safe-v2.webp,True,2,y9x-069-9f-use-the-reactivity-series-which-metal-is-most-reactive; y9x-070-9f-use-the-reactivity-series-which-metal-is-least-reactive
assets/webp/9F-rusting-conditions-prevention-notes-r167.webp,True,1,9F-rusting
assets/webp/9F-rusting-conditions-prevention-question-r167.webp,True,5,y9-256-9f-explain-why-rusting-is-a-problem-and-name-two-prevention-methods; y9x-053-9f-describe-what-causes-rusting; y9x-054-9f-describe-one-simple-method-of-preventing-rusting; y9x-055-9f-explain-why-rusting-is-a-problem; y9x-056-9f-use-scientific-words-to-explain-how-iron-rusts
assets/webp/9F-sacrificial-protection-iron-blank-v2.webp,True,3,y9x-063-9f-describe-sacrificial-protection-for-preventing-rusting; y9x-064-9f-explain-how-sacrificial-protection-prevents-rusting-and-link-this-to-the-reactiv; y9x-065-9f-explain-why-certain-metals-are-used-for-sacrificial-protection
assets/webp/9F-sacrificial-protection-iron-notes-v2.webp,True,1,9F-rusting
assets/webp/9F-thermal-decomposition-gas-tests-blank-v2.webp,True,2,y9-171-9e-define-thermal-decomposition; y9x-045-9e-identify-thermal-decomposition-reactions
assets/webp/9F-thermal-decomposition-gas-tests-notes-v2.webp,True,1,9F-changes
assets/webp/9I-density-calculations-notes-v149.webp,True,1,9I-pressure
assets/webp/9I-density-cuboid-question-v149.webp,True,1,y9img-002-9i-density-cuboid-calculate-density
assets/webp/9I-density-water-displacement-question-v149.webp,True,1,y9img-001-9i-density-water-displacement-calculate-density
assets/webp/9I-distance-time-graph-blank.webp,True,2,y9-205-9i-define-distance-time-graph; y9r-058-9i-on-a-distance-time-graph-what-does-the-gradient-of-a-line-give
assets/webp/9I-distance-time-graph-notes.webp,True,1,9I-speed
assets/webp/9I-distance-time-journey-question-v149.webp,True,1,y9img-006-9i-distance-time-journey-stopped-section
assets/webp/9I-falling-forces-base.webp,True,1,y9-081-9i-for-a-falling-object-which-labels-best-match-the-forces-weight-downwar
assets/webp/9I-falling-forces-parachutist-base.webp,True,1,9I-forces
assets/webp/9I-forces-terminal-velocity-sequence.webp,True,1,9I-forces
assets/webp/9I-lever-comparison-three-setups.webp,True,1,9I-moments
assets/webp/9I-lever-moment-context.webp,True,1,9I-moments
assets/webp/9I-liquid-pressure-depth-blank.webp,True,1,y9cgp-008-I-pressure-a-drawing-shows-arrows-from-water-pushing-sideways-on-a-deep
assets/webp/9I-liquid-pressure-depth-notes-r167.webp,True,1,9I-pressure
assets/webp/9I-liquid-pressure-depth-question-r167.webp,True,3,y9cgp-006-I-pressure-describe-how-liquid-pressure-changes-with-depth; y9cgp-007-I-pressure-why-does-a-dam-wall-need-to-be-stronger-near-the-bottom; y9cgp-015-I-pressure-correct-the-misconception-liquid-pressure-at-the-bottom-depe
assets/webp/9I-moment-balanced-missing-distance-question-v149.webp,True,1,y9img-005-9i-moment-balanced-missing-distance
assets/webp/9I-moment-calculations-notes-v149.webp,True,1,9I-moments
assets/webp/9I-moments-levers-perpendicular-distance-notes-r167.webp,True,1,9I-moments
assets/webp/9I-moments-levers-perpendicular-distance-question-r167.webp,True,4,y9-257-9i-describe-how-to-raise-a-large-upright-stone-using-levers-moments-and-r; y9x-072-9i-describe-levers-ramps-and-pulleys-and-how-they-help-move-loads; y9x-073-9i-explain-how-levers-ramps-or-pulleys-could-raise-or-lift-stones; y9r-062-9i-what-is-true-when-an-object-is-balanced
assets/webp/9I-pressure-calculations-solids-notes-v149.webp,True,1,9I-pressure
assets/webp/9I-pressure-fluids-blank.webp,True,4,y9cgp-010-I-pressure-why-can-a-large-ship-float-even-though-it-is-made-from-dense; y9cgp-011-I-pressure-what-does-it-mean-if-an-object-floats; y9cgp-013-I-pressure-why-do-snowshoes-help-a-person-walk-on-soft-snow; y9cgp-014-I-pressure-a-block-underwater-has-equal-sized-top-and-bottom-faces-expl
assets/webp/9I-pressure-shoe-contact-area-question-v149.webp,True,1,y9img-004-9i-pressure-shoe-contact-area-compare
assets/webp/9I-pressure-solid-block-question-v149.webp,True,1,y9img-003-9i-pressure-solid-block-calculate-pressure
assets/webp/9I-sankey-efficiency-base.webp,True,1,y9-088-9i-which-machine-is-more-efficient-in-a-sankey-diagram
assets/webp/9I-sankey-efficiency-blank.webp,True,2,y9-087-9i-in-which-ways-is-energy-most-often-transferred-as-wasted-energy; y9-202-9i-define-efficiency
assets/webp/9I-sankey-efficiency-notes.webp,True,1,9I-energy-work
assets/webp/9I-speed-time-graph-blank.webp,True,3,y9r-055-9i-what-does-a-speed-time-graph-show; y9r-056-9i-what-do-horizontal-lines-show-on-a-speed-time-graph; y9r-057-9i-what-do-sloping-lines-show-on-a-speed-time-graph
assets/webp/9I-speed-time-graph-notes-v152.webp,True,1,9I-speed-time-graphs
assets/webp/9I-speed-time-graph-notes.webp,True,1,9I-speed-time-graphs
assets/webp/9I-speed-time-graph-question-v152.webp,True,1,y9r5-002-9i-speed-time-constant-speed
assets/webp/9I-terminal-velocity-force-chain-question-v152.webp,True,1,y9r5-008-9i-terminal-velocity-balanced-forces
assets/webp/9I-terminal-velocity-force-sequence-notes-r167.webp,True,1,9I-forces
assets/webp/9I-terminal-velocity-force-sequence-question-r167.webp,True,2,y9r-049-9i-what-happens-to-air-resistance-as-a-falling-object-gets-faster; y9r-050-9i-what-has-happened-when-a-falling-object-reaches-terminal-velocity
assets/webp/9J-circuit-symbols-grid-blank-v2.webp,True,4,y9x-138-9j-match-common-circuit-symbols-to-their-component-names; y9x-139-9j-which-label-shows-an-open-switch; y9x-140-9j-which-label-shows-a-closed-switch; y9x-144-9j-which-label-shows-a-motor
assets/webp/9J-circuit-symbols-grid-notes-v2.webp,True,1,9J-circuits
assets/webp/9J-circuit-symbols-grid-question-v149.webp,True,3,y9x-141-9j-which-label-shows-a-resistor; y9x-142-9j-which-label-shows-a-voltmeter; y9x-143-9j-which-label-shows-an-ammeter
assets/webp/9J-circuit-symbols-notes-v149.webp,True,1,9J-circuits
assets/webp/9J-current-voltage-graph-comparison-notes-v153.webp,True,1,9J-resistance
assets/webp/9J-current-voltage-graph-comparison-question-v153.webp,True,2,y9x-112-9j-explain-how-a-current-voltage-graph-shows-which-resistor-has-the-higher-resistan; y9r6-004-9j-current-voltage-resistance-calculate
assets/webp/9J-current-voltage-graph-question-v149.webp,True,1,y9img-007-9j-current-voltage-greater-resistance
assets/webp/9J-current-voltage-graphs-notes.webp,True,1,9J-resistance
assets/webp/9J-electric-fields-direction-notes-r167.webp,True,1,9J-fields
assets/webp/9J-electric-fields-direction-question-r167.webp,True,1,y9r-068-9j-in-an-electric-field-diagram-what-do-the-arrows-show
assets/webp/9J-electromagnet-motor-effect-notes-v152.webp,True,1,9J-electromagnets
assets/webp/9J-electromagnet-relay-motor-overview-base.webp,True,1,9J-electromagnets
assets/webp/9J-electromagnet-setup-question-v152.webp,True,1,y9r5-010-9j-electromagnet-component
assets/webp/9J-electromagnet-strength-variables-blank-v3.webp,True,6,y9-117-9j-which-change-will-make-an-electromagnet-stronger; y9-226-9j-define-electromagnet; y9-263-9j-how-can-the-strength-of-an-electromagnet-be-increased; y9r-079-9j-what-is-an-electromagnet; y9r-080-9j-when-is-an-electromagnet-magnetic; y9r-081-9j-give-three-ways-to-make-an-electromagnet-stronger
assets/webp/9J-electromagnet-strength-variables-notes-v3.webp,True,1,9J-electromagnets
assets/webp/9J-force-field-comparison-question-v153.webp,True,2,y9r-065-9j-what-is-a-force-field; y9r6-006-9j-force-field-electric
assets/webp/9J-magnetic-field-bar-magnet-blank-v3.webp,True,2,y9-212-9j-define-magnetic-field; y9x-117-9j-explain-the-difference-between-an-electromagnet-and-a-bar-magnet
assets/webp/9J-magnetic-field-bar-magnet-notes-v3.webp,True,1,9J-fields
assets/webp/9J-meter-placement-candidates-notes-v2.webp,True,1,9J-circuits
assets/webp/9J-meter-placement-xy-question-v149.webp,True,2,y9x-149-9j-where-should-an-ammeter-go-to-measure-current-through-the-lamp; y9x-150-9j-where-should-a-voltmeter-go-to-measure-potential-difference-across-the-lamp
assets/webp/9J-motor-effect-dc-motor-question-v152.webp,True,1,y9r5-011-9j-motor-effect-wire-force
assets/webp/9J-motor-effect-simple-motor-blank-v3.webp,True,8,y9-119-9j-a-wire-carrying-a-current-in-a-magnetic-field-experiences-a-force-how-; y9-120-9j-which-list-shows-the-parts-of-an-electric-motor; y9-228-9j-define-motor-effect; y9x-118-9j-predict-how-changing-current-magnetic-field-strength-or-current-direction-affect; y9r-082-9j-what-is-the-motor-effect; y9r-083-9j-what-does-an-electric-motor-consist-of; y9r-084-9j-what-makes-the-coil-in-an-electric-motor-turn; y9r-085-9j-how-can-the-speed-of-the-motor-or-the-force-it-provides-be-increased
assets/webp/9J-motor-effect-simple-motor-notes-v3.webp,True,1,9J-electromagnets
