old_path,action,size_bytes
docs/REACTION_IMAGES_R6_SKIPPED_v1_53_0.csv,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,585
docs/REACTION_IMAGES_R7_ACCEPTED_CONTACT_SHEET_v1_67_0.jpg,consolidated_into_VISUAL_ASSET_STATUS.md,858724
docs/REACTION_IMAGES_R7_INTEGRATION_v1_67_0.md,consolidated_into_VISUAL_ASSET_STATUS.md,6298
docs/REACTION_IMAGES_R7_REVIEW_v1_67_0.csv,consolidated_into_VISUAL_ASSET_STATUS.md,5415
docs/REACTION_IMAGES_R7_TEXT_DIFF_v1_67_0.csv,consolidated_into_VISUAL_ASSET_STATUS.md,22
docs/REACTION_IMAGES_R7_VISUAL_DELTA_v1_67_0.csv,consolidated_into_VISUAL_ASSET_STATUS.md,731
docs/REACTION_IMAGES_R8_ACCEPTED_CONTACT_SHEET_v1_68_0.jpg,consolidated_into_VISUAL_ASSET_STATUS.md,116795
docs/REACTION_IMAGES_R8_TARGETED_INTEGRATION_v1_68_0.csv,consolidated_into_VISUAL_ASSET_STATUS.md,668
docs/REACTION_IMAGES_R8_TARGETED_INTEGRATION_v1_68_0.md,consolidated_into_VISUAL_ASSET_STATUS.md,1460
docs/README.md,replaced_with_current_consolidated_file,1745
docs/RELEASE_READINESS.md,replaced_with_current_consolidated_file,1419
docs/REPO_CLEANUP_v1.38.0.md,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,1024
docs/REVISIT_TEST_LOOP_QA_v1_65_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,356
docs/REVISIT_TEST_LOOP_QA_v1_65_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,1475
docs/STUDENT_FACING_COPY_QA_HITS_v1_59_0.csv,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,59089
docs/STUDENT_FACING_COPY_QA_v1_59_0.md,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,2134
docs/SUPERSEDED_CLASS_NOTE_VISUALS_v1_43_0.csv,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,1213
docs/UNIT_OVERVIEW_COVERAGE_STATUS_v1_58_0.csv,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,3206
docs/UNIT_OVERVIEW_INFOGRAPHIC_BACKLOG_v1_52_0.csv,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,1066
docs/UNIT_OVERVIEW_INFOGRAPHIC_BACKLOG_v1_53_0.csv,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,564
docs/UNIT_OVERVIEW_RESTORE_v1_57_0.md,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,2040
docs/UNIT_OVERVIEW_VISUAL_ASSETS_v1_58_0.csv,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,5199
docs/UNIT_OVERVIEW_VISUAL_UPGRADE_v1_58_0.md,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,2364
docs/WRITTEN_EXAM_BANK_v1_64_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,81147
docs/WRITTEN_EXAM_COMMAND_FORMAT_BANK_v1_61_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,207831
docs/WRITTEN_EXAM_COMMAND_FORMAT_BANK_v1_62_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,157853
docs/WRITTEN_EXAM_DERIVED_BANK_v1_55_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,88756
docs/WRITTEN_EXAM_DERIVED_BANK_v1_55_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,2145
docs/WRITTEN_EXAM_DERIVED_BANK_v1_56_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,99145
docs/WRITTEN_EXAM_DERIVED_BANK_v1_60_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,123886
docs/WRITTEN_EXAM_EXACT_MARK_CHECKS_v1_64_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,225
docs/WRITTEN_EXAM_MARKING_POLISH_v1_63_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,1840
docs/WRITTEN_EXAM_MARKING_SUPPORT_BANK_v1_63_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,117490
docs/WRITTEN_EXAM_MODE_PATCH_v1.39.0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,1531
docs/WRITTEN_EXAM_MODE_v1.39.0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,1512
docs/WRITTEN_EXAM_PRUNING_AUDIT_v1_62_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,2175
docs/WRITTEN_EXAM_PRUNING_DECISIONS_v1_62_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,51367
docs/WRITTEN_EXAM_QUESTION_TEXT_DIFF_v1_63_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,28
docs/WRITTEN_EXAM_QUESTION_TEXT_DIFF_v1_64_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,27
docs/WRITTEN_EXAM_READINESS_PRUNING_v1_64_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,4224
docs/WRITTEN_EXAM_READINESS_QA_v1_64_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,2761
docs/WRITTEN_EXAM_RETAINED_BANK_v1_62_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,148548
docs/WRITTEN_EXAM_SAMPLE_PAPER_QA_v1_64_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,7312
docs/WRITTEN_EXAM_SECTION_BALANCE_v1_63_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,277
docs/WRITTEN_EXAM_VISUAL_TRAINING_BANK_v1_52_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,5843
docs/WRITTEN_EXAM_VISUAL_TRAINING_BANK_v1_54_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,5843
docs/WRITTEN_EXAM_VISUAL_TRAINING_RESTORED_v1_54_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,2717
docs/WRITTEN_EXAM_VISUAL_TRAINING_v1_52_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,2317
docs/WRITTEN_PROMPT_COMMAND_FORMAT_AUDIT_v1_61_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,180059
docs/WRITTEN_PROMPT_COMMAND_FORMAT_AUDIT_v1_61_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,1879
docs/WRITTEN_PROMPT_COMMAND_FORMAT_COUNTS_v1_61_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,81
docs/WRITTEN_REVIEW_POLISH_CHANGES_v1_56_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,18939
docs/WRITTEN_REVIEW_POLISH_v1_56_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,2056
docs/WRITTEN_SOURCE_QUESTION_RESTORE_v1_60_0.csv,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,21418
docs/WRITTEN_SOURCE_QUESTION_RESTORE_v1_60_0.md,consolidated_into_WRITTEN_TEST_MODES_STATUS.md_and_WRITTEN_EXAM_BANK_CURRENT.csv,2072
docs/cleanup_manifest_v1_38_0.csv,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,11763
docs/release_readiness_answer_leakage_flags_v1_37_0.csv,replaced_by_current_release_readiness_outputs,22
docs/release_readiness_answer_leakage_flags_v1_59_0.csv,replaced_by_current_release_readiness_outputs,22
docs/release_readiness_answer_leakage_flags_v1_60_0.csv,replaced_by_current_release_readiness_outputs,22
docs/release_readiness_answer_leakage_flags_v1_61_0.csv,replaced_by_current_release_readiness_outputs,22
docs/release_readiness_answer_leakage_flags_v1_62_0.csv,replaced_by_current_release_readiness_outputs,22
docs/release_readiness_answer_leakage_flags_v1_63_0.csv,replaced_by_current_release_readiness_outputs,22
docs/release_readiness_answer_leakage_flags_v1_64_0.csv,replaced_by_current_release_readiness_outputs,22
docs/release_readiness_findings_v1_37_0.csv,replaced_by_current_release_readiness_outputs,993
docs/release_readiness_findings_v1_59_0.csv,replaced_by_current_release_readiness_outputs,993
docs/release_readiness_findings_v1_60_0.csv,replaced_by_current_release_readiness_outputs,993
docs/release_readiness_findings_v1_61_0.csv,replaced_by_current_release_readiness_outputs,993
docs/release_readiness_findings_v1_62_0.csv,replaced_by_current_release_readiness_outputs,993
docs/release_readiness_findings_v1_63_0.csv,replaced_by_current_release_readiness_outputs,993
docs/release_readiness_findings_v1_64_0.csv,replaced_by_current_release_readiness_outputs,993
docs/release_readiness_media_refs_v1_37_0.csv,replaced_by_current_release_readiness_outputs,28923
docs/release_readiness_media_refs_v1_59_0.csv,replaced_by_current_release_readiness_outputs,28923
docs/release_readiness_media_refs_v1_60_0.csv,replaced_by_current_release_readiness_outputs,28923
docs/release_readiness_media_refs_v1_61_0.csv,replaced_by_current_release_readiness_outputs,28923
docs/release_readiness_media_refs_v1_62_0.csv,replaced_by_current_release_readiness_outputs,28923
docs/release_readiness_media_refs_v1_63_0.csv,replaced_by_current_release_readiness_outputs,28923
docs/release_readiness_media_refs_v1_64_0.csv,replaced_by_current_release_readiness_outputs,30508
docs/release_readiness_report_v1_37_0.md,replaced_by_current_release_readiness_outputs,179
docs/release_readiness_report_v1_59_0.md,replaced_by_current_release_readiness_outputs,1419
docs/release_readiness_report_v1_60_0.md,replaced_by_current_release_readiness_outputs,1419
docs/release_readiness_report_v1_61_0.md,replaced_by_current_release_readiness_outputs,1419
docs/release_readiness_report_v1_62_0.md,replaced_by_current_release_readiness_outputs,1419
docs/release_readiness_report_v1_63_0.md,replaced_by_current_release_readiness_outputs,1419
docs/release_readiness_report_v1_64_0.md,replaced_by_current_release_readiness_outputs,1419
docs/release_readiness_unit_balance_v1_37_0.csv,replaced_by_current_release_readiness_outputs,898
docs/release_readiness_unit_balance_v1_59_0.csv,replaced_by_current_release_readiness_outputs,898
docs/release_readiness_unit_balance_v1_60_0.csv,replaced_by_current_release_readiness_outputs,898
docs/release_readiness_unit_balance_v1_61_0.csv,replaced_by_current_release_readiness_outputs,898
docs/release_readiness_unit_balance_v1_62_0.csv,replaced_by_current_release_readiness_outputs,898
docs/release_readiness_unit_balance_v1_63_0.csv,replaced_by_current_release_readiness_outputs,898
docs/release_readiness_unit_balance_v1_64_0.csv,replaced_by_current_release_readiness_outputs,898
docs/written_exam_bank_v1_39_0.csv,consolidated_into_CHANGELOG_or_ARCHIVE_MANIFEST,2412
