path,type,location,referenced,size_bytes,used_by
assets/diagrams/9J-charge-transfer-question.svg,svg,assets/diagrams,yes,2578,card:y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain; card:y9x-154-9j-use-the-charge-transfer-diagram-what-particle-has-moved-and-what-charge-does-the-rod-gain; data/year9-content.js
assets/diagrams/9J-circuit-symbols-question.svg,svg,assets/diagrams,no,3806,
assets/diagrams/9J-current-voltage-graph-question.svg,svg,assets/diagrams,no,3046,
assets/diagrams/9J-current-voltage-graph.svg,svg,assets/diagrams,no,1798,
assets/diagrams/9J-electromagnet-parts-question.svg,svg,assets/diagrams,yes,3110,card:y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch; card:y9x-155-9j-use-the-electromagnet-diagram-match-labels-a-to-d-to-the-coil-core-cell-and-switch; card:y9x-156-9j-which-change-would-make-the-electromagnet-in-the-diagram-stronger; card:y9x-156-9j-which-change-would-make-the-electromagnet-in-the-diagram-stronger; card:y9x-162-9j-use-the-electromagnet-diagram-which-labelled-part-is-the-iron-core; card:y9x-162-9j-use-the-electromagnet-diagram-which-labelled-part-is-the-iron-core; data/year9-content.js; data/year9-content.js; data/year9-content.js
assets/diagrams/9J-magnetic-field-direction-question.svg,svg,assets/diagrams,yes,2957,card:y9x-151-9j-use-the-magnet-diagram-which-arrow-shows-the-field-direction-on-the-top-field-line; card:y9x-151-9j-use-the-magnet-diagram-which-arrow-shows-the-field-direction-on-the-top-field-line; data/year9-content.js
assets/diagrams/9J-magnetic-field-strength-question.svg,svg,assets/diagrams,yes,2748,card:y9x-152-9j-use-the-magnet-diagram-where-is-the-magnetic-field-strongest; card:y9x-152-9j-use-the-magnet-diagram-where-is-the-magnetic-field-strongest; data/year9-content.js
assets/diagrams/9J-meter-placement-question.svg,svg,assets/diagrams,no,3471,
assets/diagrams/9J-motor-effect-question.svg,svg,assets/diagrams,yes,2927,card:y9x-159-9j-use-the-motor-effect-diagram-which-arrow-shows-the-force-on-the-wire; card:y9x-159-9j-use-the-motor-effect-diagram-which-arrow-shows-the-force-on-the-wire; card:y9x-160-9j-which-change-would-increase-the-force-in-the-motor-effect-diagram; card:y9x-160-9j-which-change-would-increase-the-force-in-the-motor-effect-diagram; data/year9-content.js; data/year9-content.js
assets/diagrams/9J-static-charge-pairs-question.svg,svg,assets/diagrams,yes,3434,card:y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract; card:y9x-153-9j-use-the-charge-pair-diagram-identify-which-pairs-repel-and-which-attract; card:y9x-161-9j-use-the-static-charge-diagram-which-labelled-pair-shows-two-negative-charges; card:y9x-161-9j-use-the-static-charge-diagram-which-labelled-pair-shows-two-negative-charges; data/year9-content.js; data/year9-content.js
assets/favicon.svg,svg,assets,yes,847,index.html; manifest.webmanifest
assets/webp/9A-adaptation-environmental-change-extinction-notes-r167.webp,webp,assets/webp,yes,254436,note:9A-evolution; note:9A-evolution; data/year9-notes.js; data/year9-notes.js
assets/webp/9A-adaptation-environmental-change-extinction-question-r167.webp,webp,assets/webp,yes,310382,card:y9x-006-9a-explain-how-changes-in-an-ecosystem-can-cause-extinction; card:y9x-006-9a-explain-how-changes-in-an-ecosystem-can-cause-extinction; data/year9-content.js
assets/webp/9A-biodiversity-extinction-conservation-notes-v151.webp,webp,assets/webp,yes,186940,data/year9-notes.js
assets/webp/9A-biodiversity-extinction-conservation-question-v151.webp,webp,assets/webp,yes,108446,written:we-bio-describe-biodiversity-conservation; written:we-bio-describe-biodiversity-conservation; app.js
assets/webp/9A-conservation-biodiversity-methods-notes-r167.webp,webp,assets/webp,yes,348040,note:9A-biodiversity; note:9A-biodiversity; data/year9-notes.js; data/year9-notes.js
assets/webp/9A-conservation-biodiversity-methods-question-r167.webp,webp,assets/webp,yes,371012,card:y9r4-005-9a-biodiversity-preservation-methods; card:y9r4-005-9a-biodiversity-preservation-methods; data/year9-content.js
assets/webp/9A-continuous-discontinuous-variation-blank-v2.webp,webp,assets/webp,yes,59998,card:y9-004-9a-what-sort-of-variation-is-shown-when-measurements-can-take-any-value-o; card:y9-004-9a-what-sort-of-variation-is-shown-when-measurements-can-take-any-value-o; card:y9-008-9a-the-overall-bell-shape-on-a-continuous-variation-chart-is-called; card:y9-008-9a-the-overall-bell-shape-on-a-continuous-variation-chart-is-called; data/year9-content.js; data/year9-content.js
assets/webp/9A-continuous-discontinuous-variation-notes-v2.webp,webp,assets/webp,yes,125920,note:9A-variation; note:9A-variation; data/year9-notes.js; data/year9-notes.js
assets/webp/9A-dna-chromosome-gene-hierarchy-blank-v2.webp,webp,assets/webp,no,111686,
assets/webp/9A-dna-chromosome-gene-hierarchy-notes-v2.webp,webp,assets/webp,yes,211586,note:9A-inheritance; note:9A-inheritance; data/year9-notes.js
assets/webp/9A-dna-hierarchy-question-v153.webp,webp,assets/webp,yes,106204,card:y9-236-9a-describe-how-chromosomes-dna-and-genes-are-linked-together; card:y9-236-9a-describe-how-chromosomes-dna-and-genes-are-linked-together; card:y9x-012-9a-describe-the-relationship-between-cells-nuclei-chromosomes-genes-dna-and-genetic; card:y9x-012-9a-describe-the-relationship-between-cells-nuclei-chromosomes-genes-dna-and-genetic; card:y9r6-005-9a-dna-gene-section; card:y9r6-005-9a-dna-gene-section; data/year9-content.js; data/year9-content.js; data/year9-content.js
assets/webp/9A-dna-inheritance-hierarchy-notes-v153.webp,webp,assets/webp,yes,198704,note:9A-inheritance; note:9A-inheritance; data/year9-notes.js; data/year9-notes.js
assets/webp/9A-ecosystem-components-interdependence-notes-r167.webp,webp,assets/webp,yes,366884,note:9A-biodiversity; note:9A-biodiversity; data/year9-notes.js; data/year9-notes.js
assets/webp/9A-ecosystem-components-interdependence-question-r167.webp,webp,assets/webp,yes,336804,card:y9p-005-9a-what-forms-an-ecosystem; card:y9p-005-9a-what-forms-an-ecosystem; data/year9-content.js
assets/webp/9A-natural-selection-giraffes.webp,webp,assets/webp,yes,251892,note:9A-evolution; note:9A-evolution; written:we-bio-describe-natural-selection-giraffes; written:we-bio-describe-natural-selection-giraffes; app.js; data/year9-notes.js
assets/webp/9A-natural-selection-sequence-notes-v152.webp,webp,assets/webp,no,407910,
assets/webp/9A-natural-selection-sequence-question-v152.webp,webp,assets/webp,yes,322030,card:y9r5-005-9a-natural-selection-next-generation; card:y9r5-005-9a-natural-selection-next-generation; data/year9-content.js
assets/webp/9A-prey-adaptation-base.webp,webp,assets/webp,yes,104424,card:y9-015-9a-which-feature-of-an-animal-suggests-that-it-is-prey-for-larger-animals; card:y9-015-9a-which-feature-of-an-animal-suggests-that-it-is-prey-for-larger-animals; note:9A-evolution; note:9A-evolution; data/year9-content.js; data/year9-notes.js
assets/webp/9A-seed-bank-conservation.webp,webp,assets/webp,yes,161894,note:9A-biodiversity; note:9A-biodiversity; data/year9-notes.js
assets/webp/9A-triceratops-model-base.webp,webp,assets/webp,yes,125224,card:y9x-007-9a-identify-adaptations-of-triceratops-that-could-be-labelled-on-a-model; card:y9x-007-9a-identify-adaptations-of-triceratops-that-could-be-labelled-on-a-model; card:y9x-011-9a-identify-and-explain-triceratops-adaptations-beyond-the-obvious-labels; card:y9x-011-9a-identify-and-explain-triceratops-adaptations-beyond-the-obvious-labels; note:9A-evolution; note:9A-evolution; data/year9-content.js; data/year9-content.js; data/year9-notes.js
assets/webp/9B-bioaccumulation-food-chain-blank-v2.webp,webp,assets/webp,no,278432,
assets/webp/9B-bioaccumulation-food-chain-blank-v3.webp,webp,assets/webp,yes,227418,card:y9-055-9e-why-can-low-toxin-levels-released-into-the-sea-cause-serious-problems-; card:y9-055-9e-why-can-low-toxin-levels-released-into-the-sea-cause-serious-problems-; card:y9x-051-9e-explain-biomagnification-of-toxins-through-food-chains; card:y9x-051-9e-explain-biomagnification-of-toxins-through-food-chains; card:y9r-025-9e-what-is-biomagnification; card:y9r-025-9e-what-is-biomagnification; written:we-bio-explain-bioaccumulation-top-predator; written:we-bio-explain-bioaccumulation-top-predator; app.js; data/year9-content.js; data/year9-content.js; data/year9-content.js
assets/webp/9B-bioaccumulation-food-chain-notes-v2.webp,webp,assets/webp,no,327106,
assets/webp/9B-bioaccumulation-food-chain-notes-v3.webp,webp,assets/webp,yes,292870,note:9B-food-webs; note:9B-food-webs; data/year9-notes.js
assets/webp/9B-carbon-cycle-context.webp,webp,assets/webp,no,62980,
assets/webp/9B-carbon-cycle-source-style-blank-v2.webp,webp,assets/webp,yes,306664,card:y9-039-9b-the-carbon-cycle; card:y9-039-9b-the-carbon-cycle; card:y9-040-9b-plants-are-important-in-keeping-the-amount-of-carbon-in-balance-becaus; card:y9-040-9b-plants-are-important-in-keeping-the-amount-of-carbon-in-balance-becaus; card:y9x-030-9b-explain-how-farming-can-change-the-carbon-cycle; card:y9x-030-9b-explain-how-farming-can-change-the-carbon-cycle; card:y9x-095-9b-label-the-main-processes-in-the-carbon-cycle; card:y9x-095-9b-label-the-main-processes-in-the-carbon-cycle; card:y9x-096-9b-explain-how-farming-affects-the-carbon-cycle; card:y9x-096-9b-explain-how-farming-affects-the-carbon-cycle; data/year9-content.js; data/year9-content.js
assets/webp/9B-carbon-cycle-source-style-notes-v2.webp,webp,assets/webp,yes,439550,note:9B-food-webs; note:9B-food-webs; data/year9-notes.js
assets/webp/9B-farming-yield-methods-notes-v151.webp,webp,assets/webp,yes,170086,note:9B-farming-yield-impact; note:9B-farming-yield-impact; data/year9-notes.js
assets/webp/9B-farming-yield-methods-question-v151.webp,webp,assets/webp,yes,117090,card:y9r4-002-9b-farming-table-hedgerows; card:y9r4-002-9b-farming-table-hedgerows; written:we-bio-explain-farming-method-impact; written:we-bio-explain-farming-method-impact; app.js; data/year9-content.js
assets/webp/9B-farming-yield-sustainability-blank.webp,webp,assets/webp,yes,537510,card:y9x-025-9b-explain-how-fertilisers-help-crop-plants-grow-well; card:y9x-025-9b-explain-how-fertilisers-help-crop-plants-grow-well; card:y9x-097-9b-give-advantages-and-disadvantages-of-clearing-land-for-farming; card:y9x-097-9b-give-advantages-and-disadvantages-of-clearing-land-for-farming; card:y9x-098-9b-give-advantages-and-disadvantages-of-insecticides-and-herbicides; card:y9x-098-9b-give-advantages-and-disadvantages-of-insecticides-and-herbicides; card:y9x-099-9b-give-advantages-and-disadvantages-of-fertilisers; card:y9x-099-9b-give-advantages-and-disadvantages-of-fertilisers; card:y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming; card:y9r-002-9b-why-is-land-cleared-of-hedges-and-trees-in-modern-farming; card:y9r-005-9b-what-problem-can-pesticides-cause; card:y9r-005-9b-what-problem-can-pesticides-cause
assets/webp/9B-farming-yield-sustainability-notes.webp,webp,assets/webp,yes,499540,note:9B-farming-yield-impact; note:9B-farming-yield-impact; data/year9-notes.js; data/year9-notes.js
assets/webp/9B-food-production-methods-4panel.webp,webp,assets/webp,yes,370244,note:9B-plant-products; note:9B-plant-products; data/year9-notes.js
assets/webp/9B-food-web-ecosystem.webp,webp,assets/webp,no,135874,
assets/webp/9B-food-web-population-changes-blank-v2.webp,webp,assets/webp,yes,314266,written:we-bio-describe-food-web-pesticide; written:we-bio-describe-food-web-pesticide; app.js
assets/webp/9B-food-web-population-changes-notes-v2.webp,webp,assets/webp,yes,376186,note:9B-food-webs; note:9B-food-webs; data/year9-notes.js
assets/webp/9B-glucose-uses-notes-v151.webp,webp,assets/webp,yes,86182,note:9B-plant-products; note:9B-plant-products; data/year9-notes.js; data/year9-notes.js
assets/webp/9B-glucose-uses-question-v151.webp,webp,assets/webp,yes,26390,card:y9r4-003-9b-glucose-use-proteins; card:y9r4-003-9b-glucose-use-proteins; written:we-bio-identify-glucose-uses; written:we-bio-identify-glucose-uses; app.js; data/year9-content.js
assets/webp/9B-leaf-vein-bundle.webp,webp,assets/webp,yes,240500,note:9B-plant-transport; note:9B-plant-transport; data/year9-notes.js
assets/webp/9B-photosynthesis-light-graph-blank.webp,webp,assets/webp,yes,49666,card:y9-023-9b-what-does-a-photosynthesis-rate-graph-usually-show-as-light-intensity-; card:y9-023-9b-what-does-a-photosynthesis-rate-graph-usually-show-as-light-intensity-; card:y9x-033-9b-describe-how-limiting-factors-stop-photosynthesis-rate-increasing; card:y9x-033-9b-describe-how-limiting-factors-stop-photosynthesis-rate-increasing; written:we-bio-describe-photosynthesis-light-graph; written:we-bio-describe-photosynthesis-light-graph; app.js; data/year9-content.js; data/year9-content.js
assets/webp/9B-photosynthesis-light-graph-notes.webp,webp,assets/webp,yes,71116,note:9B-photosynthesis; note:9B-photosynthesis; data/year9-notes.js
assets/webp/9B-photosynthesis-limiting-factors-notes-v152.webp,webp,assets/webp,yes,135808,note:9B-photosynthesis; note:9B-photosynthesis; data/year9-notes.js; data/year9-notes.js
assets/webp/9B-photosynthesis-limiting-factors-question-v152.webp,webp,assets/webp,yes,71594,card:y9r5-001-9b-photosynthesis-temperature-rate; card:y9r5-001-9b-photosynthesis-temperature-rate; data/year9-content.js
assets/webp/9B-photosynthesis-plant-base.webp,webp,assets/webp,yes,74258,card:y9-021-9b-where-does-photosynthesis-occur-in-a-plant; card:y9-021-9b-where-does-photosynthesis-occur-in-a-plant; note:9B-photosynthesis; note:9B-photosynthesis; data/year9-content.js; data/year9-notes.js
assets/webp/9B-plant-transport-overview-notes-v153.webp,webp,assets/webp,yes,202858,note:9B-plant-transport; note:9B-plant-transport; data/year9-notes.js; data/year9-notes.js
assets/webp/9B-plant-transport-overview-question-v153.webp,webp,assets/webp,yes,165552,card:y9-243-9b-describe-the-route-water-takes-from-soil-to-a-leaf; card:y9-243-9b-describe-the-route-water-takes-from-soil-to-a-leaf; card:y9x-022-9b-explain-how-leaves-roots-and-stems-help-photosynthesis; card:y9x-022-9b-explain-how-leaves-roots-and-stems-help-photosynthesis; card:y9r6-003-9b-plant-transport-xylem; card:y9r6-003-9b-plant-transport-xylem; data/year9-content.js; data/year9-content.js; data/year9-content.js
assets/webp/9B-plant-transport-process.webp,webp,assets/webp,yes,87398,note:9B-plant-transport; note:9B-plant-transport; written:we-bio-identify-leaf-transport-features; written:we-bio-identify-leaf-transport-features; app.js; data/year9-notes.js
assets/webp/9B-quadrat-ecosystem-sampling-blank-v2.webp,webp,assets/webp,no,391302,
assets/webp/9B-quadrat-ecosystem-sampling-blank-v3.webp,webp,assets/webp,yes,294714,card:y9x-093-9b-describe-how-sampling-can-estimate-biodiversity-in-a-field; card:y9x-093-9b-describe-how-sampling-can-estimate-biodiversity-in-a-field; data/year9-content.js
assets/webp/9B-quadrat-ecosystem-sampling-notes-v2.webp,webp,assets/webp,no,406646,
assets/webp/9B-quadrat-ecosystem-sampling-notes-v3.webp,webp,assets/webp,yes,327126,note:9B-food-webs; note:9B-food-webs; data/year9-notes.js
assets/webp/9B-root-hair-cell-base.webp,webp,assets/webp,yes,53128,card:y9-028-9b-the-specialised-cell-with-a-long-projection-for-absorbing-water-from-s; card:y9-028-9b-the-specialised-cell-with-a-long-projection-for-absorbing-water-from-s; note:9B-plant-transport; note:9B-plant-transport; written:we-bio-identify-root-hair-adaptations; written:we-bio-identify-root-hair-adaptations; app.js; data/year9-content.js; data/year9-notes.js
assets/webp/9B-seed-dispersal-mechanisms-blank-v2.webp,webp,assets/webp,no,254048,
assets/webp/9B-seed-dispersal-mechanisms-blank-v3.webp,webp,assets/webp,no,247388,
assets/webp/9B-seed-dispersal-mechanisms-notes-v2.webp,webp,assets/webp,no,289364,
assets/webp/9B-seed-dispersal-mechanisms-notes-v3.webp,webp,assets/webp,yes,297590,note:9B-plant-products; note:9B-plant-products; data/year9-notes.js
assets/webp/9B-seed-lifecycle-blank.webp,webp,assets/webp,yes,151562,card:y9-248-9b-suggest-why-seeds-need-starch; card:y9-248-9b-suggest-why-seeds-need-starch; card:y9x-086-9b-put-the-main-stages-of-germination-into-a-logical-order; card:y9x-086-9b-put-the-main-stages-of-germination-into-a-logical-order; card:y9x-087-9b-list-three-substances-found-in-seeds-and-explain-their-functions; card:y9x-087-9b-list-three-substances-found-in-seeds-and-explain-their-functions; data/year9-content.js; data/year9-content.js; data/year9-content.js
assets/webp/9B-seed-lifecycle-notes.webp,webp,assets/webp,yes,231386,note:9B-plant-products; note:9B-plant-products; data/year9-notes.js
assets/webp/9B-stomata-micrograph.webp,webp,assets/webp,yes,287042,note:9B-plant-transport; note:9B-plant-transport; data/year9-notes.js
assets/webp/9E-brittle-lattice-crack.webp,webp,assets/webp,yes,89044,note:9E-ceramics; note:9E-ceramics; data/year9-notes.js
assets/webp/9E-brownian-motion-notes-v3.webp,webp,assets/webp,yes,167430,note:9E-heating-cooling; note:9E-heating-cooling; data/year9-notes.js
assets/webp/9E-changes-of-state-particle-model-blank-v3.webp,webp,assets/webp,no,78322,
assets/webp/9E-changes-of-state-particle-model-notes-v3.webp,webp,assets/webp,yes,150676,note:9E-heating-cooling; note:9E-heating-cooling; data/year9-notes.js
assets/webp/9E-conductors-insulators-materials.webp,webp,assets/webp,yes,64512,note:9J-resistance; note:9J-resistance; data/year9-notes.js
assets/webp/9E-crystal-cooling-comparison.webp,webp,assets/webp,yes,133930,note:9E-ceramics; note:9E-ceramics; data/year9-notes.js
assets/webp/9E-diffusion-liquids-gases-blank-v2.webp,webp,assets/webp,no,144332,
assets/webp/9E-diffusion-liquids-gases-blank-v3.webp,webp,assets/webp,no,64452,
assets/webp/9E-diffusion-liquids-gases-notes-v2.webp,webp,assets/webp,no,216426,
assets/webp/9E-diffusion-liquids-gases-notes-v3.webp,webp,assets/webp,yes,245964,note:9E-heating-cooling; note:9E-heating-cooling; data/year9-notes.js
assets/webp/9E-environmental-impacts-recycling.webp,webp,assets/webp,yes,76518,note:9E-environment; note:9E-environment; data/year9-notes.js
assets/webp/9E-exothermic-endothermic-notes-v151.webp,webp,assets/webp,yes,126944,note:9E-energy-thermal-peer-review; note:9E-energy-thermal-peer-review; data/year9-notes.js; data/year9-notes.js
assets/webp/9E-exothermic-endothermic-question-v151.webp,webp,assets/webp,yes,61480,card:y9r4-004-9e-exothermic-endothermic-compare; card:y9r4-004-9e-exothermic-endothermic-compare; written:we-chem-identify-exothermic-endothermic; written:we-chem-identify-exothermic-endothermic; app.js; data/year9-content.js
assets/webp/9E-gas-pressure-brownian-motion-blank-v2.webp,webp,assets/webp,no,110022,
assets/webp/9E-gas-pressure-brownian-motion-blank-v3.webp,webp,assets/webp,yes,104550,card:y9-063-9f-the-pressure-of-a-gas-increases-as-temperature-increases-because; card:y9-063-9f-the-pressure-of-a-gas-increases-as-temperature-increases-because; data/year9-content.js
assets/webp/9E-gas-pressure-brownian-motion-notes-v2.webp,webp,assets/webp,no,214852,
assets/webp/9E-gas-pressure-brownian-motion-notes-v3.webp,webp,assets/webp,yes,146942,note:9E-heating-cooling; note:9E-heating-cooling; data/year9-notes.js
assets/webp/9E-greenhouse-effect-blank.webp,webp,assets/webp,yes,193254,card:y9x-042-9e-explain-the-causes-and-problems-of-acid-rain-and-the-greenhouse-effect; card:y9x-042-9e-explain-the-causes-and-problems-of-acid-rain-and-the-greenhouse-effect; card:y9x-052-9e-suggest-ways-to-reduce-global-warming-and-acid-rain-impacts; card:y9x-052-9e-suggest-ways-to-reduce-global-warming-and-acid-rain-impacts; card:y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect; card:y9cgp-076-E-climate-bridge-what-causes-the-natural-greenhouse-effect; card:y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature; card:y9cgp-077-E-climate-bridge-why-can-extra-greenhouse-gases-increase-global-temperature; card:y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a; card:y9cgp-085-E-climate-bridge-explain-why-a-correlation-between-greenhouse-gas-emissions-a; data/year9-content.js; data/year9-content.js
assets/webp/9E-greenhouse-effect-notes.webp,webp,assets/webp,yes,274620,note:9E-climate-bridge; note:9E-climate-bridge; data/year9-notes.js
assets/webp/9E-heating-cooling-blank.webp,webp,assets/webp,yes,89840,card:y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated; card:y9cgp-048-E-heating-cooling-what-happens-to-particles-in-a-solid-when-it-is-heated; card:y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools; card:y9cgp-049-E-heating-cooling-what-happens-to-particles-in-a-hot-object-as-it-cools; card:y9cgp-050-E-heating-cooling-which-changes-of-state-are-endothermic; card:y9cgp-050-E-heating-cooling-which-changes-of-state-are-endothermic; card:y9cgp-051-E-heating-cooling-which-changes-of-state-are-exothermic; card:y9cgp-051-E-heating-cooling-which-changes-of-state-are-exothermic; card:y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show; card:y9cgp-055-E-heating-cooling-what-does-a-cooling-curve-show; card:y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later; card:y9cgp-056-E-heating-cooling-why-does-a-very-hot-drink-cool-faster-at-first-than-later
assets/webp/9E-heating-cooling-notes.webp,webp,assets/webp,yes,194696,note:9E-heating-cooling; note:9E-heating-cooling; data/year9-notes.js
assets/webp/9E-particle-model-states-blank-v2.webp,webp,assets/webp,no,129914,
assets/webp/9E-particle-model-states-notes-v2.webp,webp,assets/webp,yes,178230,note:9E-heating-cooling; note:9E-heating-cooling; data/year9-notes.js
assets/webp/9E-peer-review-process-notes-v151.webp,webp,assets/webp,yes,143544,note:9E-energy-thermal-peer-review; note:9E-energy-thermal-peer-review; data/year9-notes.js; data/year9-notes.js
assets/webp/9E-peer-review-process-question-v151.webp,webp,assets/webp,yes,114424,card:y9r4-001-9e-peer-review-flowchart-outcome; card:y9r4-001-9e-peer-review-flowchart-outcome; written:we-chem-describe-peer-review-process; written:we-chem-describe-peer-review-process; app.js; data/year9-content.js
assets/webp/9E-polymers-monomers-composites-blank-v2.webp,webp,assets/webp,yes,109098,card:y9-046-9e-a-polymer-is-formed-when; card:y9-046-9e-a-polymer-is-formed-when; card:y9-251-9e-explain-why-composites-often-have-better-properties-than-their-separat; card:y9-251-9e-explain-why-composites-often-have-better-properties-than-their-separat; card:y9x-040-9e-describe-what-a-composite-material-is; card:y9x-040-9e-describe-what-a-composite-material-is; card:y9x-043-9e-link-uses-of-ceramics-polymers-and-composites-to-their-properties; card:y9x-043-9e-link-uses-of-ceramics-polymers-and-composites-to-their-properties; card:y9x-044-9e-describe-how-polymers-are-formed-from-monomers; card:y9x-044-9e-describe-how-polymers-are-formed-from-monomers; data/year9-content.js; data/year9-content.js
assets/webp/9E-polymers-monomers-composites-notes-v2.webp,webp,assets/webp,yes,180502,note:9E-composites; note:9E-composites; data/year9-notes.js; data/year9-notes.js
